SourceFile,FileName,Make,Model,Orientation,FNumber,ExposureProgram,ExposureTime,ISO,ApertureValue,Flash,FocalLength,DigitalZoomRatio,SceneCaptureType,ImageWidth,ImageHeight
./S20 2 Ultra-Wide/20221024_143007.jpg,20221024_143007.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143102(0).jpg,20221024_143102(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143013.jpg,20221024_143013.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143238.jpg,20221024_143238.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143210.jpg,20221024_143210.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143049(0).jpg,20221024_143049(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143212.jpg,20221024_143212.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143206.jpg,20221024_143206.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143229(0).jpg,20221024_143229(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143237(0).jpg,20221024_143237(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143010.jpg,20221024_143010.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143225(0).jpg,20221024_143225(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143213(0).jpg,20221024_143213(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143011.jpg,20221024_143011.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143207.jpg,20221024_143207.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143213.jpg,20221024_143213.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143217.jpg,20221024_143217.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143235(0).jpg,20221024_143235(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143014.jpg,20221024_143014.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143216.jpg,20221024_143216.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143228.jpg,20221024_143228.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143214.jpg,20221024_143214.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143016.jpg,20221024_143016.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143100(0).jpg,20221024_143100(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143055(0).jpg,20221024_143055(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143017.jpg,20221024_143017.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143059(0).jpg,20221024_143059(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143215.jpg,20221024_143215.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143229.jpg,20221024_143229.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143215(0).jpg,20221024_143215(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143058.jpg,20221024_143058.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143219(0).jpg,20221024_143219(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143231(0).jpg,20221024_143231(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143059.jpg,20221024_143059.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143240(0).jpg,20221024_143240(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143051(0).jpg,20221024_143051(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143102.jpg,20221024_143102.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143103.jpg,20221024_143103.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143049.jpg,20221024_143049.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143101.jpg,20221024_143101.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143217(0).jpg,20221024_143217(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143100.jpg,20221024_143100.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143221(0).jpg,20221024_143221(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143048.jpg,20221024_143048.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143233(0).jpg,20221024_143233(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143212(0).jpg,20221024_143212(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143051.jpg,20221024_143051.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143228(0).jpg,20221024_143228(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143224(0).jpg,20221024_143224(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143050.jpg,20221024_143050.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143052.jpg,20221024_143052.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143046.jpg,20221024_143046.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143048(0).jpg,20221024_143048(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143056(0).jpg,20221024_143056(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143047.jpg,20221024_143047.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143053.jpg,20221024_143053.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143245.jpg,20221024_143245.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143054(0).jpg,20221024_143054(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143057.jpg,20221024_143057.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143046(0).jpg,20221024_143046(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143058(0).jpg,20221024_143058(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143056.jpg,20221024_143056.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143240.jpg,20221024_143240.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143054.jpg,20221024_143054.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143210(0).jpg,20221024_143210(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143238(0).jpg,20221024_143238(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143226(0).jpg,20221024_143226(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143055.jpg,20221024_143055.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143224.jpg,20221024_143224.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143230.jpg,20221024_143230.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143218.jpg,20221024_143218.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143219.jpg,20221024_143219.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143231.jpg,20221024_143231.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143225.jpg,20221024_143225.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143233.jpg,20221024_143233.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143227.jpg,20221024_143227.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143222(0).jpg,20221024_143222(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143214(0).jpg,20221024_143214(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143218(0).jpg,20221024_143218(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143018.jpg,20221024_143018.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143226.jpg,20221024_143226.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143232.jpg,20221024_143232.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143220(0).jpg,20221024_143220(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143236.jpg,20221024_143236.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143222.jpg,20221024_143222.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143008.jpg,20221024_143008.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143020.jpg,20221024_143020.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/24,2000,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143232(0).jpg,20221024_143232(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143208(0).jpg,20221024_143208(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143223.jpg,20221024_143223.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143237.jpg,20221024_143237.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143209.jpg,20221024_143209.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143221.jpg,20221024_143221.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143235.jpg,20221024_143235.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143052(0).jpg,20221024_143052(0).jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143234.jpg,20221024_143234.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143220.jpg,20221024_143220.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./S20 2 Ultra-Wide/20221024_143208.jpg,20221024_143208.jpg,samsung,SM-G781U1,Rotate 90 CW,2.2,Program AE,1/29,640,2.2,No Flash,1.7 mm,1,Standard,4000,3000
./Samsung Galaxy S21-2 (black)/f18_3024x3024/20210624_233207(0).jpg,20210624_233207(0).jpg,samsung,SM-G996U1,Rotate 90 CW,1.8,Program AE,1/119,320,1.8,No Flash,5.4 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f18_3024x3024/20210624_233209.jpg,20210624_233209.jpg,samsung,SM-G996U1,Rotate 90 CW,1.8,Program AE,1/119,320,1.8,No Flash,5.4 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f18_3024x3024/20210624_233208.jpg,20210624_233208.jpg,samsung,SM-G996U1,Rotate 90 CW,1.8,Program AE,1/119,320,1.8,No Flash,5.4 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f18_3024x3024/20210624_233210.jpg,20210624_233210.jpg,samsung,SM-G996U1,Rotate 90 CW,1.8,Program AE,1/119,320,1.8,No Flash,5.4 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f2_3024x3024/20210624_233218.jpg,20210624_233218.jpg,samsung,SM-G996U1,Rotate 90 CW,2.0,Program AE,1/59,160,2.0,No Flash,5.9 mm,3,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f2_3024x3024/20210624_233217.jpg,20210624_233217.jpg,samsung,SM-G996U1,Rotate 90 CW,2.0,Program AE,1/59,160,2.0,No Flash,5.9 mm,3,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f2_3024x3024/20210624_233216.jpg,20210624_233216.jpg,samsung,SM-G996U1,Rotate 90 CW,2.0,Program AE,1/59,160,2.0,No Flash,5.9 mm,3,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f2_3024x3024/20210624_233214.jpg,20210624_233214.jpg,samsung,SM-G996U1,Rotate 90 CW,2.0,Program AE,1/59,160,2.0,No Flash,5.9 mm,3,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f2_3024x3024/20210624_233213.jpg,20210624_233213.jpg,samsung,SM-G996U1,Rotate 90 CW,2.0,Program AE,1/59,160,2.0,No Flash,5.9 mm,3,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233236.jpg,20210624_233236.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/33,640,2.2,No Flash,3.3 mm,1.23,Standard,2944,2208
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233222.jpg,20210624_233222.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/59,250,2.2,No Flash,2.2 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233223.jpg,20210624_233223.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/59,250,2.2,No Flash,2.2 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233237.jpg,20210624_233237.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/33,640,2.2,No Flash,3.3 mm,1.23,Standard,2944,2208
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233235.jpg,20210624_233235.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/33,640,2.2,No Flash,3.3 mm,1.23,Standard,2944,2208
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233234.jpg,20210624_233234.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/33,640,2.2,No Flash,3.3 mm,1.23,Standard,2944,2208
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233224.jpg,20210624_233224.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/59,250,2.2,No Flash,2.2 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233225.jpg,20210624_233225.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/59,250,2.2,No Flash,2.2 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233226.jpg,20210624_233226.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/59,250,2.2,No Flash,2.2 mm,1,Standard,3024,3024
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233238.jpg,20210624_233238.jpg,samsung,SM-G996U1,Rotate 90 CW,2.2,Program AE,1/33,640,2.2,No Flash,3.3 mm,1.23,Standard,2944,2208
./Samsung Galaxy S21-2 (black)/f22_2208x2944/20210624_233207.jpg,20210624_233207.jpg,samsung,SM-G996U1,Rotate 90 CW,1.8,Program AE,1/119,320,1.8,No Flash,5.4 mm,1,Standard,3024,3024
./Note 2 Telephoto/20221024_132359.jpg,20221024_132359.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132403.jpg,20221024_132403.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132601.jpg,20221024_132601.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132402.jpg,20221024_132402.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132358.jpg,20221024_132358.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132400.jpg,20221024_132400.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132519(0).jpg,20221024_132519(0).jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132401.jpg,20221024_132401.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132356(0).jpg,20221024_132356(0).jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132411.jpg,20221024_132411.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132405.jpg,20221024_132405.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132404.jpg,20221024_132404.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132509(0).jpg,20221024_132509(0).jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,640,1.5,No Flash,4.3 mm,,Standard,4032,3024
./Note 2 Telephoto/20221024_132410.jpg,20221024_132410.jpg,samsung,SM-N970U1,Rotate 90 CW,1.5,Program AE,1/40,500,1.5,No Flash,4.3 mm,,Standard,4032,3024
